,title,reviews_number,reviews_id,reviews_content
104,西游记之大闹天宫,15,thompsonj81,"Holy Atrocity Batman.. how did that cost $88M to make? wow. I'm trying to watch this right now and I am doing everything in my power to keep my eyes open.The subtitles are terrible, the costumes look like they came out of a giant gum ball machine, the CGI is choppy.. almost looks like there's been scenes spliced together without any consideration to the context in the movie. The strangest thing is, the CGI looks like animation.. The CGI reminds me Dr. Who or Quantum Leap. If this is the pinnacle of Chinese special effects, they have a long way to go.If Mystery Science Theatre 3000 was still on TV, this movie would make its debut... how did that POS make it to the states. Its horrible.How do I make my vote a 0?"
105,西游记之大闹天宫,16,devintparks,"First, let me say I mean no disrespect to anyone who genuinely enjoyed this movie. I wasn't aware this movie was based off a novel, but if your interested in the film because you enjoyed the book, this review is not for you. The second this film was over, I made it my mission to create an account solely to write this review. My brother suggested this movie to me as a ""joke"", hoping I would watch it and waste 2 hours of my life. Well the jokes on him because I loved it! I laughed more during this film than most comedies I've ever seen. I've never seen a high budget film produce such horrible English subtitles. However, they made the movie! I truly believe the subtitles were a copy/paste job from an online translation website. There is enough of a storyline, coupled with average action scenes to keep your interest in between laughs, and the ending is absolutely priceless. If you enjoy cult films that are celebrated for reaching new heights of terrible, then this is your film. Only mistake I can find is that it wasn't properly labeled as a comedy ; )."
106,西游记之大闹天宫,17,dcarsonhagy,"""The Monkey King"" is like nothing I had ever seen. The movie is based on the Asian legend of Sun Wukong, born from stone. He studied under a Taoist master and learned 72 transformation spells. He had enormous strength and it was told he could travel 102,000 miles in one jump! The hairs on his body possessed magical properties capable of being transformed into clones of the Monkey King himself. He was a trickster, and had an ongoing war with the deities in the Heavens. The makeup, use of green screens, ""wire-fu,"" and a cast of thousands paints one of the most magical stories ever brought to the screen. Donnie Chen is utterly magical in his portrayal of one of the most enduring and beloved Chinese characters. The art direction and cinematography are exceptional. Now, here is a little ""warning"" for would-be viewers. If you are thinking you will be getting a non-stop over-the-top battle laden blood-soaked movie, you had better think again. The version I watched was PG and I felt directed more toward a young audience than an adult one. Although there is some violence, there is no blood. Also, I was fortunate enough to be able to watch the original version, which is in Mandarin (with English subtitles). I will tell you one thing, you'd better brush up on your Evelyn Woods' speed reading courses, because the subtitles do not stay on the screen for very long! Also, the movie starts a little slow but if you will give it a chance, I think you'll find yourself thoroughly entertained.One of the best movies of 2016 and highly recommended. This would be great entertainment for a children's sleep-over or family viewing."
107,西游记之大闹天宫,18,leilakua,"Journey to the West is a different show from the new 2014 Monkey King movie but the new movie is not bad either.  Even though you incorrectly call the new movie a hot mess, that has nothing to do with the amazing and magnificent original novel that was written in the 16th century by Wu Cheng''en.  Journey to the West is one of the four great classical novels of China.  Please note the fact that Martial arts and kungfu which were invented and created from China is very impressive.  The beautiful ancient Chinese costumes of Asian Chinese men and women, great Chinese mythology and the Bhuddist monk are excellent in the high quality TV series.  Journey to the West is the best novel written about Bhuddism.  Even though the new Monkey King 2014 movie is being badmouthed by you westerners, please note the fact that the special effects and CGI that you complainabout have NOTHING to do with the really good TV series. How about complaining that Hollywood movies in the 20th century, including Harry Potter have PLAGIARIZED and COPIED the Asian Chinese concept of the original Monkey King flying in a cape with this magic staff that was invented first in the 16th century!!!  When you complain and whine about the new Monkey King movie with Chow Yun Fat who did a great job, the other guy, Soe Cheang did a good job with the 2014 movie!!! Please stop writing excessively negative and sad articles to sabotage the new 2014 Monkey King movie.  You bad racist people on IMDb.com are directly and indirectly badmouthing and sabotaging the good reputation of the literary genius, Wu Chengén and the magnificent Journey to the West novel.This IMDb.com website is just jealous of the Monkey King 2014 being a decent movie that deserves an 8/10 or at least a 6.5/10. Why don't you say that the X-men is the 3/10 or worst special effects of all times in the X-men. The western people or other people who evaluated this IMDb rating of 4.7/10 is ridiculous and highly unreasonable at www.imdb.com/title/tt1717715. This ""4.7/10""is your opinion and your opinion is wrong and does not make any sense at all. The Hollywood Terminator movie is a 4.5 out of 10!!. If you can be so rude and unreasonable, is it okay for people to write and promote that The Terminator is the WORST movie of all time. It is really rude and NASTY of western/caucsian people to initiate these incorrect insults first against the new Monkey King 2014 movie."
108,西游记之大闹天宫,19,ghazifox,"I watched the first 20 minutes and couldnt watch anymore, i know this movie supposed to be adventure and unreal but its a mess really a big mess, i like adventure and action movies but this one is a comedy movie for childern age under 12 , if you like flying and fighting scenes and transforming to creatures then go and watch this movie but trust me its done very badly."
109,西游记之大闹天宫,20,hwoarang45,"Watching this is like the after taste of eating a rotten fruit .... leaving a foul revolting sensation that not only torment your taste bud but scar you mentally... every production involve CHINA now, turn to turd, they hire actor and actress based on popularity than fitting the role nor basic acting skills required... so sad...A wooden plank has better personality than the likes of emotionless dead fish Aaron Kwok... even the crappy CGI cum dragon ball wannabe fight scene could not save it.... u are warn... avoid the crap like a plague..."
110,西游记之大闹天宫,21,dewi-taylor,I really enjoyed this movie despite its obvious shortcomings. It it a good live-action remake of the 1965 animated feature of the same name (well worth checking out if you're a fan of art films). Donnie Yen does OK as the lead but western fans of his previous films may be left confused and/or disappointed a long time before the 120 mins of 'Fantasy Action' ends - It really helped that I was already familiar with the story as a lot happens in that time. I wonder how the second part will compare with the excellent Journey To The West: Conquering the Demons (2013) as the story from that follows this one - that's not a spoiler is it?
111,西游记之大闹天宫,22,Leofwine_draca,"THE MONKEY KING: HAVOC IN HEAVEN'S PALACE is the latest outing for the classic hero of Chinese literature, and I'm ashamed to say that it's by far the worst ever adaptation I've seen. It also happens to be one of the worst Chinese films I've watched. What we have here is a sprawling CGI mess of endless stupid action sequences full of lamentable CGI effects and terrible choreography. Donnie Yen frankly embarrasses himself in the lead role, going way over the top with the physical tics and comedy, while others like Chow Yun-Fat and Aaron Kwok are merely wasted. The CGI is so bad that I've seen early-morning children's CGI animation with better effects, and the story is non-existent. Warning: it rarely gets any worse than this!"
112,西游记之大闹天宫,23,nasikasakura,"Even if someone is not familiar with The Journey to the West, the plot is easy enough and interesting to follow. If you're into early CGI campy martial arts movies, this is definitely for you. The actor for Wu Kong is a professional martial artist and the fights are well-choreographed. I did get annoyed at how often Wu Kong blinks, which is symbolic of his innocent and hyper personality, and thankfully is an element that was vastly decreased in later renditions. His character is still likeable despite his hijinks. The monkeys are a bit nightmare-fuelish, but what do you expect from people in hair suits? We're here for a good time, not the realism. The following two films REALLY stepped up their game with the special effects! There is a bit of continuity break with the fate of the monkey clan and a change in actors, but these two things aside, I have not much more qualms with the films. They're actually really fun to watch, and even if you watch this film just to understand the context of the next two with better graphics, please do and enjoy!"
113,西游记之大闹天宫,24,jacobmarineaump,"I just have pleasant memories of this movie, it changed my outlook on life and saved my marriage, thank you monkey king for being the light to my darkness. only rated 10 stars wanted to rate 25 but limit is 10. :("
114,西游记之大闹天宫,25,sadearah,"I have seen most foreign films but I gotta say The Monkey King franchise is one of my favorites. It has a little bit of everything. Wit humor love, pain. The color is fabulous
I can't say enough about this film, I love Fantasy and by gosh it's got it! I started watching The 1963 Monkey King and stayed with them.I am 65 now and I never get tired of
Watching my main monkey. I feel wonderful to escape this horrible word and be one of the characters. This film has quite a few of my favorite actors, Donnie Yeh being one of them.
There's 2 more I adore. I'm sure you can figure it out. I see there's one scheduled for 2022. Can't wait !!! Remakes or not I watch them all, 1"
115,大话西游3,1,paul_haakonsen,"Sometimes it is unwise to keep adding additional movies to an already established movie franchise, and ""A Chinese Odyssey: Part Three"" was one of those incidents. Where as the previous movies were quite entertaining and interesting, this third movie completely failed to deliver where it mattered.The storyline in ""A Chinese Odyssey: Part Three"" was, and I am being bluntly honest here, a scrambled and confusing mess of whatever writer Jeffrey Lau was attempting to do with the storyline. It was non-coherent and just didn't make much of any kind of sense. It was this jumble of a storyline that ultimately brought the movie down beneath mediocrity, and it never recovered from this massive blow.I initially sat down to watch ""A Chinese Odyssey: Part Three"" because of the previous movies, but also because Karen Mok starred in it. But not even she lifted up the movie as she was also struggling hard with the lack of coherent script and almost non-existing storyline.The action in the movie was adequate and nicely enough choreographed, but it was hardly enough to sustain a whole movie with action sequences alone.It should be said that the costumes and sets were quite nice, and were as to be expected of a movie of this particular genre. So that was at least working in favor of the movie.""A Chinese Odyssey: Part Three"" is the black sheep of the family; the movie that never should have been made.As much as I enjoy the Asian cinema, then ""A Chinese Odyssey: Part Three"" was a bitter pill to swallow, and it offered next to nothing in terms of entertainment value, especially in comparison to its predecessors."
116,大话西游3,2,clubhonda,"3 out of 10 on IMDb sounds about right for this incoherent film which a)neither makes sense b)nor is it funny. Wu Jing might be a talented action star, but he sucks as the monk compared to the original, and the story line just doesn't make sense. The Goddess of Mercy and the Jade Emperor are also terrible. For such a star studded cast, how can the movie be this bad?? Was the entire film crewed abducted by triads and forced to shoot this? Did a first year film student shoot this and used Jeffrey Lau's name instead? Either way, its a terrible, terrible film and should be avoided. I want 1.5hr of my life back!"
117,大话西游3,3,M1racl3sHapp3n,"There is a particular genre which a lot of people are not aware of and it's called Chinese Fantasy. This is an outstanding example of Chinese fantasy and there is a lot of humor in it. The story is related to the spread of Buddhism in China. It's actually a comedy so do not expect a masterpiece because it's not but if you want to be entertained and have fun with typical Chinese sense of humor then this movie is for you. The characters are excellent and believable actors and the story is a revised version of the traditional Monkey King story. I liked it very much, good CGI and impeccable acting! I had a good laugh."
118,大话西游3,4,kvang145,"Movie has a very good intro and concept that seems to link to the previous Chinese Odyssey. Since the movie is a decade apart in making from the prequel, everything visually, from actors to sets, will be different. A few minutes after the opening and you'll noticed that not only did the visual concepts changed, the mental state of the characters are altered. The movie kept the close to the history, but since the relationships that defines each person is severed, this movie has created not a sequel, but a separate one. Suggests not to watch in sequence to the past two odysseys.Now time for some personal opinions:
If you enjoy the previous, Chinese Odysseys, as much as a 10/10 rating, you'll be extremely disappointed in this one. The CGI hurts the eyes, the combat/action has now taken to ""modern fantasy"" of waving through air for magics, and the love triangle has disappeared. If you're used to modern Chinese fantasy movies, you'll do fine in seeing a new movie, as opposed to a sequel. However, you'll definitely noticed everything that's CGI, because this is one of those movies that don't use visual buffering."
119,大话西游3,5,yeohchitmun,"Spoiled the original Episode 1 & 2.
They tried to copy the original version, unfortunately this is serous failure."
120,大话西游3,6,Movie-Misfit,"By the time we get through all the production companies logos, you feel you have already watched a feature film. The very belated closure to Jeff Lau's Chinese Odyssey trilogy instantly proves to be a far cry from its predecessors - lacking all of what made the first 2 films incredible!Swamped with poor CGI and far too much green-screen-acting, this chapter sees the return of Karen Mok as Jing Jing, and all other characters replaced - and unfortunately, not for the better. Only 20 minutes in, with director Jeff Lau failing hopelessly to recreate that wonderful opening scene from part 1, we see the Longevity Monk (now played by Wu Jing) arrive on screen dressed as Michael Jackson (waaaaay out of date on that one!) as our new Monkey King (played blandly by Han Geng) challenges the Goddess...By the stage, the opening action scene (totally ruined by terrible CGI) fails to impress, and I'm already feeling a stroke coming on as I have still another 70 minutes to get through!!Gone is the beautiful art direction and sets, with smoke filled scenery, wonderfully lit and full of colour...Instead, we get CGI sets - most of which are poorly executed, with half decent ones here and there only to be marred by some crappy digital item or creature, and clean studio sound that completely removes you from the scene. At times, it feels like watching a TV movie rather than a big budgeted film from a prolific director.Han Geng as Joker/Monkey King is absolutely no replacement for the amazing Chow Sing Chi. In fact, its an insult to think that the producers and director thought he could bring the same quality and comic timing to the role! The same can be said for Wu Jing. I love him in the many action roles he has done over the years, but his comedic side and trying to pull off a Law Kar Ying does not work well here at all..!The film gets gradually worse, and if you are lucky to have made it any further than the first 20 minutes, should agree that the whole thing is a complete disaster that should not have been made - or at the very least, went into production 20 years ago with the original cast in place before director Lau got obsessed with bad CGI.Dreadful!Overall: Will break your soul to see such a disappointment, and definitely not worth your hard earned cash..."
121,道士下山,1,A_Different_Drummer,"... TO TELL THE DIFFERENCE.I watch a lot of movies ... so many that the IMDb once tagged me and released me into the wild to see what theatre I would pick.After reading the other member reviews (thanks guys) I think the reason I enjoyed it so much is that I never read the novel nor did I bring any preconceptions.What I found was a beautifully filmed, acted, and directed movie which was just daffy and unpredictable enough to hold my attention.You say PO-TAE-TOE. I say PA-TAT-O.What others see as a mishmash and fighting among writers and directors I see as a puzzle that the viewer needs to put together.Recommended."
122,道士下山,2,george-swg,"I couldn't disagree more with the first two reviews. I give it 7/10. I mean I liked it and I watched it 3 times, there is no shame in that and I'm truthful with myself. There is a lot of wisdom in the movie. Of course it's a Chinese movie and there is a lot of beautiful choreography, but if you listen carefully and you practice martial art, you may like it. The movie is about Kung fu, it's an art but it's also about life about philosophy. Of course, I don't agree with all that said in the movie, but most of the time I agree. But again, it'a Chinese movie, if you don't like IPman, Jet li, Jackie Chan or Bruce Lee don't watch it. Nevertheless, if you don't like them but you like philosophy and wisdom, you may love it anyway."
123,道士下山,3,moritzmeyerautor,"Director Kaige Chen is one of China's most acclaimed directors, so I went in this with relatively high expectations. Unfortunately, this movie turned out as a letdown, being an uneven mess of a movie. It feels like it has had not one, but several directors on set, fighting about what kind of movie they want to do. The final result is disappointing piece of work, which at least has some scenes of magical beauty to save it from being a complete failure.Mixing martial-arts and slapstick comedy is by no means a bad idea, as both genres require a lot of physical talent and choreography. And it has been done several times very successfully, see Kung-Fu Hustle as a prime example. Jackie Chan actually built an entire career on these kinds of movie. In this case however, the formula doesn't seem to work. The plot follows young monk He Anxia, who is forced to leave his temple and find his way in the real world, which is set somewhere in China of the 1920ies. On his journey, He meets several people, from an apothecary who is betrayed by his wife and his brother, to a mysterious janitor, who appears to have mastered a unique art of Kung-Fu, the ""ape style"". Also, somewhere in this is at least one love story, but this is hard to tell. Could be accidental. The whole piece is narrated by He's son, whom we never meet in person throughout the entire movie. Why? That is one of the many, many questions this movie leaves behind. The main character seems to be some kind of Chinese Forrest Gump (there are actually a couple of references to this movie). So, in the first act, He Anxia acts more like a retard, who is overwhelmed by the modern world he sets foot in for the first time. Unfortunately, as the movie progresses, the development of his character is completely left behind. More and more people enter and leave the scenery, as if this was a bus-station, not a movie. Likewise, new plot lines open up, only to be dropped immediately, and the whole thing becomes more and confusing. The title-giving ""Monk, coming down the mountain"" finds himself sidelined, as the story progresses. One cannot say, what came first, but as the movie falls apart dramatically, it also loses its way tone wise. What started more like a screwball comedy, turns into a mystical martial-arts piece and ends up as a gangster- movie. For absolutely no reason, there even is full CGI-sequence with monkey in the jungle. It has absolutely no coherence whatsoever. On the plus side, there are some beautiful shots and the fight- scenes do have some special moments. There is a glimpse of a potentially good movie here and there. It's a pity, that these glimpses haven't been brought to shine in this case. Kaige Chen is a fantastic director, but this movie feels lazy, unambitious and is not a great example of Chinese movie-making."
124,道士下山,4,funismyname,"This movie is filled with wonderful characters, a compelling journey, and a strong positive message with a point at the end. I was entertained and moved emotionally. Most of the reviews I've added are negative. Why comment unless you're compelled to, right? This should indicate it isn't just a film you'll watch and forget. In a week, I watched this five times. I could watch it five more. It's very much like Pinocchio in the way the hero enters the world knowing nothing and then his mistakes lead to a great adventure. Highly recommended."
125,道士下山,5,Mignon00,"A benevolent monk is sent to the world of saints and sinners.While trying to survive, he meets different people with different motives. It's up to him to perceive whom to trust.Black is sometimes white and white is sometimes black: there's no person completely good or completely bad. Behind the weird circumstances there's always a good reason why someone's on your way.Anyway, great intro, was really promising. The flow was kinda confusing and sometimes seemed excessive but at the end it made sense. A heart of a saint will find its way to survive in the world of sinners."
126,道士下山,6,shide_85,"4/10 - Minor spoilers are present that should not ruin anything out of the plot line.This is not a movie I would recommend to anyone who likes movies and want a ""proper"" movie to watch for a night.What should be added is: This movie is highly suitable for moviebuffs or those who teach in an area related to cinema. Those areas in the movie that are well made are really well made. Those areas that fail are clear and obvious, marking out their presence and their impact on the movie. The highs are high and the lows are really bloody low. The movie still retains a grain of interest. This is a big budget movie.Pro's Those who scouted for locations earned 1 of those stars. Prop, costumes and wardrobe earned another one. Those who made the special effects earned yet another one. Lastly the classical plot earned a mentioning. Chen Chang & Aaron Kwok (Yin and Yang) as well as Wah Yuen also deserves being mentioned as they made solid performances despite what I'll share next. Also note that the budget wasn't small, that much is clear.Con's The (far, very far) over the top martial arts (wirework a la Crouching Tiger Hidden Dragon) simply was not good and did a HUGE disservice to the movie. Same with the magical (or energetic if you prefer) additions. It detracted one star - so bad and big was the impact of it (i very rarely detract stars).The dialogue was out of place a lot of the time, but it felt construed (allmost as if someone had rewritten it completely, tampered with it from the beginning to the end).Like in Hollywoods older days, explosions were put in for the sake of explosions, actually making some parts as when Chang & Kwok met more of a showpiece for the studio and what they can do rather than a needed addition to the movie.The time of events (mixing modern warfare with classical martial arts did not work with the over the top effects).Some of the moments did simply not line up and the rationality of the characters were out of place.There were also jumps in time which were not smoothly done.There was really badly done symbolism in it, forcing and as far as i know partly misinforming the viewer. Do not get me wrong, i like when these kinds of movies use symbolism (like recently Mr. Six) and the cinematography can be really effective and complimentary to the story - but it isn't here, due to how it was implemented. *To give one example; when Zhou bring a pillar of water up and knocks out Pengs effort. -Just having the courtyard contain water and some open plated fires (for one reason or another) could have allowed the same fight to take place without wireworks and over the top cgi effects.The clear moviereferences baked in were out of place, if you do not even recognise the Matrix references please do not comment in this thread. - Drawing connotations to modern sci-fi in a classical martial arts film is just wrong. If the point is to say that Matrix lent from martial arts movies I do not think anyone in the world previously missed that.And not to forget, an out of the blue circumcision near the start. Genital mutilation of men (or women) should be done by individuals when they are old enough to rule themselves, or give informed consent and take the action to visit a doctor by themselves (excluding when deformities are present etc).So if you are someone who is interested in movies this is a must see, you will take a lot from it - both good and bad. This would be a perfect movie to use if you teach in a related subject as it has extremely well done areas mixed with extremely badly matched and done areas, but not much within the middle. It is rare in that way (yes there are similar movies but they are usually not this well done in other aspects and it's not as clear how bad impact some elements have).Some moments could easily have been movie magic (to give two examples); The fight at the start (easily could have been something else with the exact same setting) but without the forced effects. The sweeping with the broom."
127,道士下山,7,eyeintrees,"Heck, I read all the reviews and thought I really needed to see this one.Everyone waiting for a typical Kung Fu movie isn't going to get one. If that's what you want, go home.However, if you think Kung Fu + Fairytale + The Matrix sounds good, this is one for you.In almost each review all I read was whiny, whingey, unimaginative dross. Lighten up folks, indulge in that wonderful whimsy called imagination and you might come to truly love and appreciate superlative brilliance for a change, instead of the usual crap that comes of movie theatres.One thing that even the unimaginative will enjoy is the incredible beauty and the stunning cinematography.Totally captivating. Even ape strike, which I think I actually understood!"
128,道士下山,8,adamliang41,"The only thing that deserves a bit of praise are some of the effects and kung fu scenes, but even those are a stretch to say the least.This movie is absolutely awful, and its awfulness increases as the so called ""plot"" progresses. JUST KIDDING, there is no plot, even a child can write such a horrendous story. The relations between characters are almost non existing. The movie does not follow the audience's pace at all, for some times the pace is so off that you feel completely cheated to even pay for this movie. Although advertised as a comedy, the only funny thing was how bad the movie is. Although I cannot give examples, imagine a lower school level story line with sci fi effects made by Michael Bay, add in some really weird elements of homosexuality, adultery, and kungfu and tadaaaaa.Do not watch, as the saying goes ""if people tell you something looks and smells like poop so many times, you seriously don't need to eat it"", so DO NOT WATCH IT."
129,道士下山,9,Leofwine_draca,"While I adore Hong Kong cinema and have enjoyed pretty much every sub-genre of film-making to come from that part of the world in the last half century, mainland China is another story. The only consistently quality genre of films that the mainland seems able to make is the historical epic, full of sprawling battles, horses, and martial arts. Everything else is a letdown and MONK COMES DOWN THE MOUNTAIN follows that trend. The narrative is barely focused and involves a monk who is kicked out of the Shaolin Temple due to his misbehaviour. Said protagonist is played by the guy who was the villain in KUNG FU KILLER, Wang Baoqiang, and he's an entirely unprepossessing chap, lacking the charisma and grace to make a role like this work.The plot just sort of ambles along endlessly, throwing in digressions involving supporting characters (the usual martial arts masters, a doctor, a CGI monkey in one random interlude) and plenty of CGI-enhanced fight scenes. I love martial arts fights and some of it is okay here, but too much of it is wire work assisted with flying and gravity-defying feats which aren't to my taste. The supporting cast is better, but underutilised: Lam Suet as a cop, Jaycee Chan as an underwhelming antagonist. The guy who played the Bruce Lee lookalike goalie in SHAOLIN SOCCER is here too, along with Tiger Hu of MAN OF TAI CHI fame. Best of the bunch is the criminally underrated Yuen Wah, playing another badass late on in his career; don't let the occasional bit of doubling fool you, Wah still has it and is by far the best thing in the entire movie. A shame the rest of the film can't match him."
130,道士下山,10,kosmasp,"Life after Shaolin school-the movie gives us a look at this. From someone who got kicked out and actually might not be qualified to be called a Shaolin. But apart from technicalities, this is about an individual who tries to make a living. One way or the other, but always dishing out respect to others. Doesn't change the fact, that he has some major flaws (what Shaolin would steal really?).But that's why the movie has kind of a unique flavor. It's a bit of a mix of things, that make this weird and not as accessible as other martial arts movies, but it still has a lot going for it. Like the fight scenes, which arguably are not the best ever put on film, but are still entertaining enough, if you are into that kind of thing. Which is a statement that rings true for the entire movie"
131,道士下山,11,yoggwork,"It's neither fish nor fowl. The combination of Conan's aura of death, Brokeback Mountain's friendship and a generation of master's pretense and coercion made this wonderful work possible. What does the first 30 minutes have to do with the rest? Daoist monks go to the monk temple every day to ask for people to be enlightened. You simply have to convert to it."
132,木兰：横空出世,1,paul_haakonsen,"Nah, you might want to skip entirely on this 2020 rendering of the ""Mulan"" tale.I wasn't familiar with the existence of this movie, and I must say that I enjoyed both the animated movie from 1998, and the live action movie also from 2020. So as I stumbled upon this 2020 animated movie, of course I took the time to sit down and watch it.First alarm indicator that should have raised an eyebrow was the title of this animated movie, as it has the words ""Kung Fu"" in it. Not really what you would immediately associate with the ""Mulan"" story. But hey, still sat down to watch it. And yeah, the Kung Fu part definitely made sense here, as there was an abundance of fighting throughout the course of this animated movie.As for the storyline, well it was fairly weak and sort of bland. Sure, it was watchable, but hardly entertaining. Yet, I did manage to sit through the entire ordeal with my son, though none of us were overly impressed or entertained by writer Roger Chen's movie and the delivery of director Leo Liao.This is a CGI animated movie, and it had that late 2010s computer game graphics look to it, for better or worse. I will say that the art was passable, but it wasn't the most of detailed textures in the scenes, especially for the environments and backgrounds. And at times the animation itself is wobbly or questionable.The voice acting in an animated movie is everything, and I have to say that for the majority of the movie then the voice acting done by the actors and actresses in this particular animated movie were doing adequate jobs.Ultimately, then ""Kung Fu Mulan"" was an animated movie that had managed to sneak in under the radar for me, and it is will just as unnoticeably return back into oblivious without having left as lasting impression on me.This movie is not something I would recommend you rush out to get your hands on, because it wasn't really worth the effort. I am rating ""Kung Fu Mulan"" a generous four out of ten stars."
133,木兰：横空出世,2,jimimhendrix-31103,"5/10 it's not that badIt's pretty obvious that the $15 million budget was for money laundering, and for the actual movie only $100,000 was used. Just kidding, maybe they threw out the window $15 million :-)Anyways, I was surprised to actually enjoy it. There were bits and pieces of brilliancy here and there. I would say children under 10 would enjoy it no problem. Yes, voice acting is uneven. Yes, the animation is kinda choppy. Yes to any fault you find.But in the end, once again, I actually enjoyed it. I kept feeling I'm watching an extended cutscene from Bioware's Jade Empire, and if you are patient to the end of the movie and you also know the game I mentioned, you will see why :-)"
134,神探蒲松龄,1,Snootz,"This is an asian high-fantasy movie rather than a martial arts flick. So adrenaline junkies looking to get their fix on this are going to be disappointed.This does have a relatively good premise and story. The characters are well-thought out and enjoyable. Unfortunately the English text translation is so extremely bad it is sometimes difficult to follow the story. Typical confusion between he / she / it, extreme mistranslation (in one spot the English is actually written out on-screen and the translation renders it otherwise).But the romantic sub-plot is quite good, and it has a very Asian ending (avoiding spoilers). It does get to a point at near the end where the on-screen CGI is so over the top it feels more like a Transformers movie than fitting in with the rest of the film. That along with the very bad translating gives this a mere 5-star ""mediocre"" rating from me.Those who rated this 1 star... seriously, you're putting this equal to the worst movies ever made? If you can't write better reviews than that don't bother. I'm not sure it warrants the 8 stars some give it, but given a chance and tolerating the butchered translations, it's a mildly interesting 2 hours.I really liked the mind-altering pixie character. Cute as a button and used well throughout the film, both as plot device and emotional prodding."
135,神探蒲松龄,2,fdc2,"This really is an underrated movie. If it were in English it would likely have a 6 to 7 rating I'm certain. Classic Chan with a variant on some Classic Chinese literature, ""Strange Tales from a Chinese Studio"". It is similar to some of the modern versions of ""Journey to the West""."
136,神探蒲松龄,3,boblipton,"Jackie Chan is a poor scribe who can't sell copies of his books for five cents each. He's also a great and mystical demon hunter armed with the magical Yin-Yang pen, which lets him fight and trap the bad demons and make the good ones serve him. Now he's after mirror demon Elaine Zhong. His newer apprentice, Ethan Juan, won't let him exile her into his book because.... well, that's the story, isn't it.And a pretty well-told story it is, with some fine sequences of on-screen magic. There's lots of movie flying and, for fans of Jackie Chan, a nice humorous fight sequence about two-thirds of the way through. It's not as extreme and hilarious as the sort he ran through in the mid- and late 1990s, but, hey, he's older than I am, and it's nice to watch him being funny without anyone breaking any bones in the out-take reel."
137,神探蒲松龄,4,beckersjos,"This is in the magical realm of Jackie-land. Cgi could be better, same for the dialogues. But all in all a funny and good Jacky/love-story. Without the over the top(as in great) fightscenes."
138,神探蒲松龄,5,xakayna,"If you do not know this type of movie and expect to see a Chan movie or a typical fantasy movie, then move on.
This is a nice movie of it's kind, not for your every day viewer. Nothing unexpected in storyline, but a classical love story."
139,神探蒲松龄,6,Movie-Misfit,"First off, The Knight Of Shadows is not your typical Jackie Chan, kung fu stunt filled action film! In fact, this is Jackie Chan enjoying himself, dangling on wires and dodging CGI monsters and demons - even throwing in a bit of singing between comedy routines just for fun...I liked this little flick. While I surely missed the master in action, I knew what to expect upon viewing so wasn't disappointed by the end of it. Think A Chinese Ghost Story meets Monster Hunt and you'll be on the right track!The Knight Of Shadows is a big, colourful, character filled fantasy that plays like a tamer version of Takeshi Miike's Great Yokai War but with a much lighter tone.There is some wire-fu and swordplay action of course, but for the most of it Jackie flies around writing spells with his magic brush and scaring kids.It's great to see Jackie in something so different also. It's a genre you never see him venture into, and makes a change from the usual cop role and modern day setting... It would be nice to see hime return to that although with a lot more kung fu fighting!!The Knight Of Shadows will never go down as a classic, but it does entertain somewhat and passes the time positively."
140,神探蒲松龄,7,cantoboy,"I watch this because of Jackie Chan. But even with him I can sit through this lousy film. Unwatchable plot, what was the director thinking? Thank you for destroying my childhood idol with your so call amateur film. This is not a career for you."
141,神探蒲松龄,8,fonnyhariyanto,"Funny, good effecfs despite of the common scenario, still worth for watch"
142,神探蒲松龄,9,peteradisaputro,"This movie is still good to watch, the comedy parts is quite funny, though nothing special with the story. At the beginning the story seems to be an interesting story, but getting to the end the movie the story solely focus on the mystical snake and the women he love. The mystical snake and the women finally exchange position, she refused to exchange position and she want him to be a good man."
143,神探蒲松龄,10,ferdy-skywalker,"I really cannot see any positive aspect of this fantasy movie. The dialog is too cliche and shallow, the plot is linear and cheesy, and the whole story is boring.
You can get better fantasy movie like this without the big name of Jacky Chan."
144,神探蒲松龄,11,cassielimpeiling,"I have never left a review before but this movie is so incredibly horrible that I must. It is beyond belief how awful it is and it so bad that I can't believe it got released. The cgi is terrible, the plot is confused and messy, the acting is laughable. It is a rip-off of other movies, namely ""The Chinese Ghost Story/Qian nu you hun"", except it's done so badly, it's an insult. It's not even funnily bad, it's just pathetic and boring and nonsensical. Can't believe it's a Jackie Chan movie. I went with my parents who are big fans of his movies and we all left the movie wanting to puke. People left halfway, we should have followed but we thought this is Jackie Chan - bah! So what! How can nobody tell Jackie that the movie sucks big time? Is he only surrounded by yes-men and people who feed him with lies? Whatever it is, it is a HUGE BLACK MARK on his movie career."
145,神探蒲松龄,12,mitharuvista,"Jackie Chan is always funny,
but the story of this whole story are boring.But the animation is awesome anyway.."
146,神探蒲松龄,13,hakra1,"Jackie Chan is doing at least 5 movies every year the last 10 years, and unfortunately quantity is over quality in most of them, especially when he is doing favours to new young actors to support them, but this one is highy underrated and I think it is because of wrong expectations. This is a fantasy-ghost-movie for family and not an action movie full of fights or mafia or policestories. So please vote it for what it is, and it is a nice fantasymovie, well acted, funny, with some romance and chinese literature. The ending a bit to long and for me personally to much computer graphic, but a good movie that you can watch with kids and family. Liked it!"
